S NO,HOTEL NAME,FREE WIFI,FAMILY ROOMS,NON SMOKING ROOMS,RESTAURANT,BAR,HEATING,LIFT,BREAKFAST CUISINE 1,BREAKFAST CUISINE 2,BREAKFAST CUISINE 3
784,Victorian Jewel - 2BR - Panoramic Sea & Palm View,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES
785,"Sparkle Tower - Studio, Dubai Marina",YES,YES,YES,YES,YES,YES,NO,YES,YES,YES
786,The Smart Concierge - Damac 108,YES,YES,NO,YES,YES,YES,NO,NO,NO,YES
787,LUX The Marina Ocean View Suite 4,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES
788,OFFER! 50% OFF! 1 bed in a great location!,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO
789,Stylish cozy Studio Marina,NO,NO,YES,NO,YES,NO,YES,YES,YES,NO
790,Cote d'Azur Hotel - Monaco - Dubai World Islands - Adults Only,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES
791,Marwa Heights 1bhk - Ezytrac Vacation Homes,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES
792,Frank Porter - Ocean Heights,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES
793,Burj View and Canal View,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
794,Stunning Furnished 2BR Apt in the heart of Dubai Marina- EVA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
795,Double window Partition Room in Tecom Near Metro,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES
796,Opulent Studio at Sky Gardens DIFC by Deluxe Holiday Homes,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
797,GuestReady - Jumeirah Skyline Apartment,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO
798,"Near Burj Khalifa, DownTown - Burj Al Nujoom",YES,YES,NO,YES,YES,YES,YES,NO,NO,YES
799,New High End Residence - Al Jaddaf,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES
800,Brand New Luxury Apartment with Pool & Gym,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
801,Apartment with City Skyline View Pool & Gym Access,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES
802,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",NO,NO,YES,YES,NO,NO,YES,NO,YES,NO
803,"Marina view, 1 bedroom, Bay Central",NO,YES,YES,NO,NO,YES,YES,YES,YES,NO
804,"RH- Escape to Golf View, 03BR with large Terrace, Greens",YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
805,Burj Khalifa View 1 Bedroom - Pool & Gym,YES,YES,NO,YES,YES,YES,NO,YES,NO,YES
806,Al Zarooni Building Marina,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES
807,ALiving Luxury 1BR Apartment Zada Towers Business bay Dubai 2613,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES
808,BCL12 - Stunning 1BR with Full Marina view in Bay Central Tower,NO,NO,YES,YES,NO,YES,YES,NO,YES,NO
809,"Beautiful 1 BR in Sobha Creek Vistas Reserve, Hosted by Desert City Stays",NO,YES,NO,YES,NO,YES,YES,NO,NO,NO
810,Bluewaters luxury apartment,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES
811,3BR Luxury Apartment Sea View,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
812,"1 Bedroom Apartment in Business Bay, Burj Khalifa",YES,YES,NO,NO,YES,NO,YES,YES,NO,YES
813,Howard Johnson Plaza by Wyndham Dubai Deira,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES
814,Cozy Studio in Merano Tower,NO,NO,YES,YES,NO,YES,YES,NO,YES,NO
815,"Green community - Tennis, streetball - 15 mins sea",NO,YES,YES,YES,NO,YES,YES,NO,YES,NO
816,Howard Johnson Bur Dubai,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES
817,Signature Inn Hotel - Free Parking,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
818,"Luxe 1BR sleeps 4, Near Burj Khalifa and Dubai Mall with Pool and free Parking",YES,NO,YES,NO,YES,NO,YES,YES,YES,YES
819,Family apartment next to the beach,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES
820,2BR apt 5mins walk from Dubai mall,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO
821,PRESIDENTIAL LUXURY CONDO-5 STARS HOTEL EXPERIENCE- DAMAC DISTINCTION,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO
822,Unit 206 1 Residences Wasl,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
823,Endearing 1BR at Park Heights II Dubai Hills by Deluxe Holiday Homes,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES
824,Novotel Jumeirah Village Triangle,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES
825,Super OYO 741 Home lakeside residence 917,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO
826,VACATION STAY near ADCB METRO & SHARAF DG METRO Stations,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES
827,YOTEL London City,NO,YES,NO,YES,NO,YES,YES,YES,YES,YES
828,Immaculate Ensuite Room Crystal Palace London SE20,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES
829,Parkhouse,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES
830,BR6 - Beautiful 1 bed flat in heart of borough,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO
831,Knightsbridge flat Harrods,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO
832,Elegant House in Marylebone,NO,YES,NO,YES,NO,YES,NO,NO,YES,YES
833,Central London Luxury Studios Fulham Close to Underground Newly Refurbished,NO,YES,NO,YES,NO,YES,YES,YES,YES,YES
834,LimeHouse Double Rooms - 3,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES
835,"The May Fair, A Radisson Collection Hotel, Mayfair London",YES,NO,YES,NO,YES,YES,YES,YES,NO,YES
836,Zedwell Greenwich,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES
837,Princes Square,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES
838,Zedwell Underground Tottenham Court Rd,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
839,Spacious 1 Bedroom rental unit in West London,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
840,"Maldron Hotel Finsbury Park, London",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
841,Plaistow Cosy Double Rooms - 8,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
842,Argo Hotel - Kings Cross,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
843,Homefield Lodge,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
844,One Bedroom Apartment in EXCEL London,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
845,Rainbow House,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
846,One Hundred Shoreditch,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
847,Mile End Double Rooms 27 Guest house,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
848,"Radisson Blu Edwardian Vanderbilt Hotel, London",YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
849,Earls Court Garden Hotel,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
850,"Holiday Inn Express London Chingford, an IHG Hotel",NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
851,Belgravia Eaton Mews Rooms,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
852,Earls Court Garden Hotel,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
853,"Holiday Inn Express London Chingford, an IHG Hotel",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
854,Belgravia Eaton Mews Rooms,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
855,citizenM London Shoreditch,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
856,BR6 - Beautiful 1 bed flat in heart of borough,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
857,Keystone House,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
858,Charming Retreat in Pimlico,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
859,Canary Wharf- South Quay River View Free Wifi Apartment sleeps up to 5,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
860,"The Tower Hotel, London",YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
861,Entire 2 Bed Room House With Garden In London,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
862,Knightsbridge flat Harrods,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
863,White House Hotel,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
864,Courtyard by Marriott London City Airport,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
865,Hotel 55,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
866,Best Western Northfields Ealing Hotel,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
867,The Lodge Hotel - Putney,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
868,Hyatt Regency London Stratford,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
869,Stunning Ensuite Room Crystal Palace London SE20,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
870,The Brent Hotel - London - Wembley and Harrow,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
871,St Katherine's & Tobacco Docks Rooms,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
872,ibis London Stratford,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
873,Fitzrovia Hotel,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
874,Royal Lancaster London,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
875,Tavistock Hotel,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
876,Leonardo Royal London St Paul’s,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
877,Park Avenue Bayswater Inn Hyde Park,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
878,NOX Waterloo,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
879,Moxy London Stratford,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
880,The BoTree - Preferred Hotels and Resorts,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
881,Elegant House in Marylebone,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
882,Park Grand London Kensington,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
883,Igloo Luxe,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
884,St George's Hotel - Wembley,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
885,An accessible Double bedroom,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
886,Queens Park Premier London Hyde Park,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
887,Central London Luxury Studios Fulham Close to Underground Newly Refurbished,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
888,Heeton Concept Hotel – Luma Hammersmith,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
889,"London Chigwell Prince Regent Hotel, BW Signature Collection",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
890,The Piccadilly London West End,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
891,"100 Queen’s Gate Hotel London, Curio Collection by Hilton",YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
892,Sleepy Joes,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
893,Modern 1Bed Flat in Islington,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
894,"Shangri-La The Shard, London",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
895,The Westbridge Hotel Stratford,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
896,Fountain Hotel,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
897,Private room near Tower of London,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
898,The Shoreditch Inn,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
899,A lovely one bedroom in Hither Green lane,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
900,Luxury Finsbury Park Apartment,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
901,Britannia International Hotel Canary Wharf,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
902,Britannia International Hotel Canary Wharf,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
903,The Finsbury Park Star Apartments,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
904,DoubleTree By Hilton London Excel,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
905,The Londoner,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
906,Spacious 1 Bedroom rental unit in West London,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
907,Private room in a small 2 bed flat,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
908,Specious apartment,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
909,Hampton by Hilton London Park Royal,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
910,Tulse Hill Luxury Cosy Rooms,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
911,The Beaufort,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
912,One Bedroom Apartment in EXCEL London,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
913,Aloft London Excel,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
914,Green Rooms,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
915,Beautiful 2bedroom close to Brick Lane,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
916,Royal Park Hotel,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
917,Hilton London Olympia,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
918,Jubilee Hotel Victoria,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
919,St Mark Hotel,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
920,DoubleTree by Hilton London Ealing,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
921,Flexistay Norbury Aparthotel,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
922,Modern ground floor 1BR 1BA by bus stop in Acton,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
923,The Z Hotel Victoria,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
924,Rubens At The Palace,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
925,Hampton By Hilton London City,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
926,Unique & Welcoming 2BD Flat in Limehouse,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
927,The Crescent Hyde Park,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
928,"Holiday Inn Express London - Wandsworth, an IHG Hotel",NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
929,"Radisson Blu Edwardian Hampshire Hotel, London",NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
930,DoubleTree by Hilton Hotel London - Tower of London,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
931,Charming Retreat in Pimlico,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
932,Commodore Hotel,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
933,Wilde Aparthotels by Staycity Covent Garden,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
934,Ember Locke,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
935,Cosy flat in period building near City University,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
936,Langdon Park DLR beds to stay,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
937,Canary Wharf- South Quay River View Free Wifi Apartment sleeps up to 5,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
938,ME London by Melia,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
939,DoubleTree by Hilton London – Docklands Riverside,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
940,"Holiday Inn Express London - ExCel, an IHG Hotel",NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
941,Seven Studio London,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
942,Four Stars Hotel,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
943,Grand Royale London Hyde Park,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
944,Mile end Double rooms 86a,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
945,Stunning Serviced Room Crystal Palace London SE20,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
946,Hilton London Metropole,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
947,Leigh House Hotel,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
948,The Z Hotel Trafalgar,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
949,Dorsett Shepherds Bush London,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
950,Lovely Room with En-suite in Stratford,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
951,The Collective Canary Wharf,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
952,Regency Hotel Westend,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
953,Brick Lane Guest House,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
954,The Dilly,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
955,Ambassadors Bloomsbury,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
956,Entire 2 Bed Room House With Garden In London,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
957,Zedwell Piccadilly Circus,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
958,Hilton London Kensington Hotel,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
959,Town Hall Hotel - Shoreditch,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
960,Traditional 3 Bed Flat In Highgate,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
961,Ruby Zoe Hotel London,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
962,Stunning Ensuite Room Crystal Palace London SE20,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
963,Pestana Chelsea Bridge Hotel,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
964,Wembley Stadium Luxurious Apartment,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
965,Bridge Park Hotel,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
966,Best Western Mornington Hotel Hyde Park,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
967,Nice comfy house,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
968,Apex Temple Court Hotel,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
969,The Z Hotel Gloucester Place,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
970,145 Burnley Road,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
971,Moxy London Excel,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
972,Hawkwood Apartments,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
973,YHA London Thameside,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
974,Hilton London Angel Islington,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
975,Hilton London Euston,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
976,Central Studio Like a Hotel Room,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
977,Merit Kensington Hotel,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
978,Studio for 3 near Regents Park n5,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
979,Nobu Hotel London Portman Square,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
980,SOHO 1bedroom in a shared house send a message to our group TeIee gram manuelhotels,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
981,Charming Studio in Golders Green,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
982,Hilton London Bankside,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
983,Best Western London Highbury,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
984,Forest House Hotel,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
985,Clayton Hotel Chiswick,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
986,Burren London Hotel,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
987,NOX Waterloo,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
988,"The Hoxton, Shepherds Bush",NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
989,Millennium & Copthorne Hotels at Chelsea Football Club,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
990,Finsbury Park Suites - Arsenal Stadium London,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
991,Apex City Of London Hotel,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
992,Holloway Home Suites,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
993,Spacious Private Room in Manor Park,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
994,The Standard London,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
995,Central Hoxton Shoreditch,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
996,Mornington Hotel London Victoria,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
997,"The Hoxton, Southwark",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
998,New Road Hotel,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
999,Premium Studio Flat 09 in Central London,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
1000,Luxurius & Cosy near Hyde Park,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
1001,ibis London Shepherds Bush - Hammersmith,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
1002,"The Cumberland, London",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1003,citizenM London Victoria Station,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1004,DoubleTree by Hilton London Victoria,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
1005,The Royal Foundation of St Katharine,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
1006,Igloo Luxe,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
1007,Sinai Hotel,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
1008,City Lodge Shadwell,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1009,The Z Hotel Soho,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1010,House close to kings cross,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
1011,ibis London City - Shoreditch,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
1012,Sleepy Joes,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
1013,The Chilworth London Paddington,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
1014,The Z Hotel Holborn,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1015,Dockers Inn,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1016,Modern and Stylish Studio - Ideal Central Location,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
1017,Chelsea creek,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
1018,Rove Hotel London Paddington,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
1019,Red Lion Court by City2Stay,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
1020,Cosy room with Smart TV in Central London,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1021,Palmers Lodge Swiss Cottage,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1022,City Air Apartments - HATTON GARDEN - GREAT TRANSPORT LINKS,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
1023,Central Located Apartment in City of London - Farringdon Station,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
1024,Luxurious Covent Garden Penthouse,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
1025,Sun Street Hotel Shoreditch,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
1026,Beautiful apartment right off of Broadway Market,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1027,Beautiful apartment right off of Broadway Market,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1028,Prince of Wales - Townhouse,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
1029,L'oscar London,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
1030,Maisonette Hyde Park,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
1031,Sleepy Joes,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
1032,FANTASTIC COZY 3bed Hse London ExCEL Free Parking WIFI Sleeps 6,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1033,Montcalm Royal London House-City of London,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1034,NY-LON Corporate Apartments,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
1035,York & Albany,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
1036,The Barbican Rooms,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
1037,Modern 1Bed Flat in Islington,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
1038,The Montcalm At Brewery London City,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1039,"Radisson Blu Edwardian Bloomsbury Street Hotel, London",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1040,41,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
1041,Milestone Hotel Kensington,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
1042,The Chesterfield Mayfair,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
1043,NYX Hotel London Holborn by Leonardo Hotels,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
1044,"Inhabit, Southwick Street",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1045,"Radisson Blu Edwardian New Providence Wharf Hotel, London",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1046,Elysee Hyde Park,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
1047,ibis London Earls Court,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
1048,"The Pond House, Ensuite Rooms - East London Short Let's",NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
1049,Best Western Swiss Cottage Hotel,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
1050,The Stratford Hotel London,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1051,Point A London Liverpool Street,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1052,The OMG penthouse,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
1053,Victoria Studios,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
1054,"Spacious Mews Apartment, Clapham",NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
1055,Woodman Pub,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
1056,Luxury Finsbury Park Apartment,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1057,The Beverley House Hotel,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1058,"The Loft, Shoreditch",YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
1059,St Pancras Inn,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
1060,Citadines Islington London,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
1061,ibis London Greenwich,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
1062,Specious apartment,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1063,The ULH,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1064,The Maiden Oval Hotel- FKA Belgrave Hotel,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
1065,Idyllic flat over River Lea,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
1066,"Hotel Indigo London Hyde Park Paddington, an IHG Hotel",NO,YES,NO,YES,NO,YES,NO,NO,YES,NO
1067,Park Plaza Westminster Bridge London,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO
1068,Hilton London Paddington,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1069,The Crown Rooms,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
1070,Americana Hotel,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES
