SNO,HOTEL NAME,ROOM TYPE ,SINGLE BED,DOUBLE BED,PRICES,,,,
990,Finsbury Park Suites - Arsenal Stadium London,Deluxe King Room,YES,YES,"₹ 31,942",,,,
991,Apex City Of London Hotel,Double Room,YES,YES,"₹ 11,378",,,,
992,Holloway Home Suites,Double Room with Private Bathroom,YES,YES,"₹ 8,698",,,,
993,Spacious Private Room in Manor Park,Deluxe Double Room,YES,NO,"₹ 21,138",,,,
994,The Standard London,Double Room,NO,NO,"₹ 9,011",,,,
995,Central Hoxton Shoreditch,Double Studio,NO,YES,"₹ 15,070",,,,
996,Mornington Hotel London Victoria,Cosy Room No Windows,YES,YES,"₹ 20,127",,,,
997,"The Hoxton, Southwark",Standard Double Room,YES,YES,"₹ 15,375",,,,
998,New Road Hotel,Double Room,YES,YES,"₹ 8,091",,,,
999,Premium Studio Flat 09 in Central London,City King or Twin Room,YES,NO,"₹ 19,752",,,,
1000,Luxurius & Cosy near Hyde Park,Studio,NO,NO,"₹ 11,176",,,,
1001,ibis London Shepherds Bush - Hammersmith,Deluxe Double Room,NO,YES,"₹ 6,938",,,,
1002,"The Cumberland, London",Double Room with No Window,YES,YES,"₹ 29,229",,,,
1003,citizenM London Victoria Station,Economy Double Room,YES,YES,"₹ 16,384",,,,
1004,DoubleTree by Hilton London Victoria,Economy Double Room,YES,YES,"₹ 17,194",,,,
1005,The Royal Foundation of St Katharine,Snug,YES,NO,"₹ 26,195",,,,
1006,Igloo Luxe,Small Double Room,NO,NO,"₹ 18,003",,,,
1007,Sinai Hotel,One-Bedroom Apartment,NO,YES,"₹ 10,114",,,,
1008,City Lodge Shadwell,Three-Bedroom Apartment,YES,YES,"₹ 63,717",,,,
1009,The Z Hotel Soho,Double Room,YES,YES,"₹ 15,575",,,,
1010,House close to kings cross,,YES,YES,,,,,
1011,ibis London City - Shoreditch,,YES,NO,,,,,
1012,Sleepy Joes,Classic Double,NO,NO,"₹ 27,408",,,,
1013,The Chilworth London Paddington,King Room,NO,YES,"₹ 21,836",,,,
1014,The Z Hotel Holborn,Double Room,YES,YES,"₹ 23,624",,,,
1015,Dockers Inn,Superior King Room,YES,YES,"₹ 21,138",,,,
1016,Modern and Stylish Studio - Ideal Central Location,One-Bedroom Apartment,YES,YES,"₹ 10,923",,,,
1017,Chelsea creek,Double Room,YES,NO,"₹ 9,558",,,,
1018,Rove Hotel London Paddington,Standard Double Room with Shared Bathroom,NO,NO,"₹ 8,597",,,,
1019,Red Lion Court by City2Stay,Double Room without Window,NO,YES,"₹ 18,711",,,,
1020,Cosy room with Smart TV in Central London,Standard Double Room with Shared Bathroom and Toilet,YES,YES,"₹ 15,575",,,,
1021,Palmers Lodge Swiss Cottage,Double SweetRoom,YES,YES,"₹ 18,711",,,,
1022,City Air Apartments - HATTON GARDEN - GREAT TRANSPORT LINKS,Deluxe Apartment,YES,YES,"₹ 15,929",,,,
1023,Central Located Apartment in City of London - Farringdon Station,Compact Double Room,YES,NO,"₹ 19,985",,,,
1024,Luxurious Covent Garden Penthouse,Z Inside Queen (without a window),NO,NO,"₹ 17,699",,,,
1025,Sun Street Hotel Shoreditch,King Room,NO,YES,"₹ 14,058",,,,
1026,Beautiful apartment right off of Broadway Market,Studio Apartment,YES,YES,"₹ 11,090",,,,
1027,Beautiful apartment right off of Broadway Market,Three-Bedroom Apartment,YES,YES,"₹ 49,153",,,,
1028,Prince of Wales - Townhouse,Standard Double Room,YES,YES,"₹ 17,204",,,,
1029,L'oscar London,One-Bedroom Apartment,YES,NO,"₹ 26,802",,,,
1030,Maisonette Hyde Park,Double Room,NO,NO,"₹ 6,938",,,,
1031,Sleepy Joes,Double Bed in 9-Bed Mixed Dormitory Room,NO,YES,"₹ 7,374",,,,
1032,FANTASTIC COZY 3bed Hse London ExCEL Free Parking WIFI Sleeps 6,Two-Bedroom Apartment,YES,YES,"₹ 57,345",,,,
1033,Montcalm Royal London House-City of London,Two-Bedroom Apartment,YES,YES,"₹ 52,333",,,,
1034,NY-LON Corporate Apartments,Penthouse Apartment,YES,YES,"₹ 52,592",,,,
1035,York & Albany,Superior Room,YES,NO,"₹ 44,511",,,,
1036,The Barbican Rooms,One-Bedroom Apartment,NO,NO,"₹ 16,182",,,,
1037,Modern 1Bed Flat in Islington,,NO,YES,,,,,
1038,The Montcalm At Brewery London City,One-Bedroom Apartment,YES,YES,"₹ 16,182",,,,
1039,"Radisson Blu Edwardian Bloomsbury Street Hotel, London",Family Room with Bath,YES,YES,"₹ 21,745",,,,
1040,41,Deluxe King Room,YES,YES,"₹ 48,142",,,,
1041,Milestone Hotel Kensington,Maisonette,YES,NO,"₹ 182,049",,,,
1042,The Chesterfield Mayfair,Deluxe Apartment,NO,NO,"₹ 15,929",,,,
1043,NYX Hotel London Holborn by Leonardo Hotels,Apartment,NO,YES,"₹ 47,978",,,,
1044,"Inhabit, Southwick Street",Deluxe Double Room,YES,YES,"₹ 32,971",,,,
1045,"Radisson Blu Edwardian New Providence Wharf Hotel, London",Deluxe Two-Bedroom Apartment,YES,YES,"₹ 40,961",,,,
1046,Elysee Hyde Park,Superior Double Room,YES,YES,"₹ 45,512",,,,
1047,ibis London Earls Court,Superior Double Room,YES,NO,"₹ 27,914",,,,
1048,"The Pond House, Ensuite Rooms - East London Short Let's",One-Bedroom Apartment,NO,NO,"₹ 14,918",,,,
1049,Best Western Swiss Cottage Hotel,Deluxe Double Room,NO,YES,"₹ 29,128",,,,
1050,The Stratford Hotel London,Superior Double or Twin Room,YES,YES,"₹ 33,097",,,,
1051,Point A London Liverpool Street,Executive Double,YES,YES,"₹ 58,357",,,,
1052,The OMG penthouse,Superior Queen Room,YES,YES,"₹ 49,052",,,,
1053,Victoria Studios,Classic Double Room,YES,NO,"₹ 42,478",,,,
1054,"Spacious Mews Apartment, Clapham",Superior Double Room,NO,NO,"₹ 29,113",,,,
1055,Woodman Pub,Deluxe Double Room,NO,YES,"₹ 26,700",,,,
1056,Luxury Finsbury Park Apartment,Penthouse Suite,YES,YES,"₹ 89,836",,,,
1057,The Beverley House Hotel,Standard Twin Room,YES,YES,"₹ 14,316",,,,
1058,"The Loft, Shoreditch",Standard Double Room,YES,YES,"₹ 15,676",,,,
1059,St Pancras Inn,Double Room with Shared Bathroom,YES,NO,"₹ 14,058",,,,
1060,Citadines Islington London,Double Room,NO,NO,"₹ 17,295",,,,
1061,ibis London Greenwich,Standard Double Room,NO,YES,"₹ 18,898",,,,
1062,Specious apartment,Double Room without Window,YES,YES,"₹ 18,407",,,,
1063,The ULH,,YES,YES,,,,,
1064,The Maiden Oval Hotel- FKA Belgrave Hotel,Double Room with Extra Bed,YES,YES,"₹ 18,205",,,,
1065,Idyllic flat over River Lea,Deluxe Double Studio,YES,NO,"₹ 9,011",,,,
1066,"Hotel Indigo London Hyde Park Paddington, an IHG Hotel",One-Bedroom Apartment,NO,NO,"₹ 12,470",,,,
1067,Park Plaza Westminster Bridge London,Double Room,NO,YES,"₹ 12,571",,,,
1068,Hilton London Paddington,Three-Bedroom Apartment,YES,YES,"₹ 24,273",,,,
1069,The Crown Rooms,Double Room,YES,YES,"₹ 13,763",,,,
1070,Americana Hotel,One-Bedroom Apartment,YES,YES,"₹ 30,038",,,,
1071,Hampton by Hilton London Waterloo,Economy Double Room,YES,NO,"₹ 17,204",,,,
1072,Lansbury Heritage Hotel,Studio,NO,NO,"₹ 19,115",,,,
1073,Royal Dock Luxury Apartment,Standard Double Room,NO,YES,"₹ 12,238",,,,
1074,Best Western Plus Vauxhall Hotel,One-Bedroom Apartment,YES,YES,"₹ 11,833",,,,
1075,1 Hotel Mayfair,Standard Double Room,YES,YES,"₹ 12,632",,,,
1076,London Marriott Hotel Regents Park,Double Standard,YES,YES,"₹ 10,267",,,,
1077,"Sign in, save money",One-Bedroom Apartment,YES,NO,"₹ 13,654",,,,
1078,Kip Hotel,Standard Double or Twin Room,NO,NO,"₹ 25,396",,,,
1079,Bermondsey Guest House,Superior Double Room with Internal View,NO,YES,"₹ 24,030",,,,
1080,Collingham Serviced Apartments,Double Guest Room,YES,YES,"₹ 17,220",,,,
1081,Riverside Deluxe Double Room E14,Double Room,YES,YES,"₹ 12,642",,,,
1082,Beautiful 2bedroom close to Brick Lane,Double Room,YES,YES,"₹ 14,222",,,,
1083,Fairway Hotel,Queen Room - Non-Smoking,YES,NO,"₹ 16,441",,,,
1084,Bright well located studio flat,Lansbury Classic,NO,NO,"₹ 18,609",,,,
1085,The Pride of Paddington,One-Bedroom Apartment,NO,YES,"₹ 19,024",,,,
1086,Balham Lodge,Standard Double Room,YES,YES,"₹ 19,115",,,,
1087,The Grand M London city,Standard King Room,YES,YES,"₹ 43,247",,,,
1088,Flexistay Norbury Aparthotel,"Deluxe Room, Guest room, 1 King, Balcony",YES,YES,"₹ 22,680",,,,
1089,CG Kensington,,YES,NO,,,,,
1090,Abbey Point Hotel,Small Double Room,NO,NO,"₹ 12,566",,,,
1091,"Park Plaza London, Park Royal",Classic Quadruple Room,NO,YES,"₹ 12,642",,,,
1092,Signature Townhouse London Hyde Park,One-Bedroom Apartment,YES,YES,"₹ 22,149",,,,
1093,"The Hoxton, Shoreditch",Deluxe Double Room,YES,YES,"₹ 7,929",,,,
1094,Garden Court Hotel,Two-Bedroom Apartment,YES,YES,"₹ 27,257",,,,
1095,Stepney Green Comfy Double bed rooms 14,Twin Ensuite,YES,NO,"₹ 14,206",,,,
1096,The Sanctuary House Hotel,One-Bedroom Apartment,NO,NO,"₹ 7,737",,,,
1097,Sloane Square Hotel,Standard Double Room,NO,YES,"₹ 15,575",,,,
1098,Clink261 Hostel,Standard Double Room,YES,YES,"₹ 8,900",,,,
1099,Canopy Aldgate,Standard Double Room,YES,YES,"₹ 9,558",,,,
1100,"Queensway Hotel, Sure Hotel Collection by Best Western",Double Room with Private Bathroom,YES,YES,"₹ 7,687",,,,
1101,Ruby Lucy Hotel London,Double Room,YES,NO,"₹ 11,024",,,,
1102,Riu Plaza London Victoria,Small Double Room,NO,NO,"₹ 8,875",,,,
1103,Private London Apartment,Superior King Room,NO,YES,"₹ 14,867",,,,
1104,"The Westminster London, Curio Collection by Hilton",Superior Double Room,YES,YES,"₹ 19,661",,,,
1105,"2 minutes from Marble Arch, in Central London, Private Room E",Cosy Double,YES,YES,"₹ 28,723",,,,
1106,Mackenzie Suites,Double Room,YES,YES,"₹ 15,167",,,,
1107,Modern ground floor 1BR 1BA by bus stop in Acton,Double Room with Shared Bathroom,YES,NO,"₹ 6,508",,,,
1108,Kensal Lodge Guest House,Small Double Room,NO,NO,"₹ 29,492",,,,
1109,"Radisson Blu Edwardian Grafton Hotel, London",Small Double Room,NO,YES,"₹ 28,554",,,,
1110,Shopping Stop Mayfair Selfridges,Twin Room with Shared Bathroom,YES,YES,"₹ 14,305",,,,
1111,Riverside Premium En suite Double Room E14,Double Room with Shared Toilet,YES,YES,"₹ 9,608",,,,
1112,Park Grand Paddington Court,Standard Triple Room,YES,YES,"₹ 19,024",,,,
1113,Unique & Welcoming 2BD Flat in Limehouse,Nest,YES,NO,"₹ 21,239",,,,
1114,"InterContinental London Park Lane, an IHG Hotel",Deluxe - No Window,NO,NO,"₹ 25,184",,,,
1115,Fabulous Camberwell Home Z2,,NO,YES,,,,,
1116,"The Gantry London, Curio Collection By Hilton",One-Bedroom Apartment,YES,YES,"₹ 10,195",,,,
1117,London Visitors Hotel,Queen Room,YES,YES,"₹ 26,306",,,,
1118,Lux Versace Pad Sleeps 10 HotTub Cinema Games Room,Double Room with Shared Bathroom,YES,YES,"₹ 10,619",,,,
1119,Balmoral House Hotel,Double Room,YES,NO,"₹ 7,990",,,,
1120,City Continental London Kensington,One-Bedroom Apartment,NO,NO,"₹ 10,692",,,,
1121,Exford Court Room 2,Double Room with Garden View,NO,YES,"₹ 9,011",,,,
1122,The Cavendish London,Standard Double or Twin Room,YES,YES,"₹ 23,125",,,,
1123,The Z Hotel City,One-Bedroom Apartment,YES,YES,"₹ 24,913",,,,
1124,Hatton Homes: Tottenham (Thackery Avenue),Double Room with Private Bathroom,YES,YES,"₹ 8,920",,,,
1125,Camden Enterprise Hotel,Compact Double Room,YES,NO,"₹ 15,668",,,,
1126,London budget Maisonette,Two-Bedroom Apartment,NO,NO,"₹ 11,742",,,,
1127,W London,Cosy King Room,NO,YES,"₹ 38,610",,,,
1128,W London,Four-Bedroom House,YES,YES,"₹ 23,529",,,,
1129,Hyatt House London Stratford - Aparthotel,Twin Gantry Room,YES,YES,"₹ 18,951",,,,
1130,£4million Luxury Apartment Mayfair,Twin Room with Communal Bathroom,YES,YES,"₹ 10,114",,,,
1131,Strand Palace Hotel,Apartment,YES,NO,"₹ 16,758",,,,
1132,Modern ground floor 1BR 1BA by bus stop in Acton,Double or Twin Room,NO,NO,"₹ 18,331",,,,
1133,Mama Shelter London - Shoreditch,Double Room,NO,YES,"₹ 11,578",,,,
1134,The Perfect inn,Double Room,YES,YES,"₹ 6,574",,,,
1135,Quality Hotel Hampstead,Classic Double Room,YES,YES,"₹ 34,893",,,,
1136,The Pelham London - Starhotels Collezione,Queen Room without Window,YES,YES,"₹ 17,194",,,,
1137,The California,Double Room with Shared Bathroom,YES,NO,"₹ 6,372",,,,
1138,Unique & Welcoming 2BD Flat in Limehouse,Ferdinand Street Deluxe Double,NO,NO,"₹ 21,618",,,,
1139,Martel Guest House,Double Room,NO,YES,"₹ 4,551",,,,
1140,Native Hyde Park,"Wonderful Room, Low Floor, Guest room, 1 King",YES,YES,"₹ 47,409",,,,
1141,198 Studios,,YES,YES,,,,,
1142,Goodwood Hotel,"Wonderful Room, Low Floor, Guest room, 1 King",YES,YES,"₹ 47,409",,,,
1143,The Royale Chulan Hyde Park Hotel,King Studio with Kitchenette,YES,NO,"₹ 23,277",,,,
1144,Stunning 1Double Bed Apartment in London,Two-Bedroom Apartment,NO,NO,"₹ 54,210",,,,
1145,The Waldorf Hilton,Cosy Double,NO,YES,"₹ 30,240",,,,
1146,Snug Kingsize bedroom flat in London,One-Bedroom Apartment,YES,YES,"₹ 10,692",,,,
1147,Leisure studio flat in Golders Green,Small Mama Double Room,YES,YES,"₹ 18,913",,,,
1148,"Holiday Inn Express Park Royal, an IHG Hotel",Deluxe Double Room,YES,YES,"₹ 12,035",,,,
1149,Cromwell International Hotel,Double Room,YES,NO,"₹ 17,108",,,,
1150,2 bed 2 bath luxury apartment,Superior Double Room,NO,NO,"₹ 28,824",,,,
1151,Deptford Apartments,Small Double Room,NO,YES,"₹ 18,711",,,,
1152,Spacious Bedroom Apartment near Tube,Two-Bedroom Apartment,YES,YES,"₹ 11,742",,,,
1153,3 Bedroom Garden flat Central london Madia Vale,King Room,YES,YES,"₹ 12,642",,,,
1154,The Mandeville Hotel,Small Studio,YES,YES,"₹ 23,262",,,,
1155,Doubletree By Hilton London Kensington,Double Studio,YES,NO,"₹ 12,652",,,,
1156,The Captain Cook,Double Room with Shared Bathroom,NO,NO,"₹ 8,192",,,,
1157,Cosy flat in period building near City University,Economy Double Room,NO,YES,"₹ 13,431",,,,
1158,Bob W Hyde Park,Apartment,YES,YES,"₹ 13,148",,,,
1159,Alhambra Hotel,Queen Hilton Guest Room,YES,YES,"₹ 25,873",,,,
1160,Holiday Out House,Two-Bedroom Apartment,YES,YES,"₹ 9,912",,,,
1161,The Z Hotel Covent Garden,One-Bedroom House,YES,NO,"₹ 12,137",,,,
1162,Lovely Budget Rooms in Camden - Kings Cross,Double Room,NO,NO,"₹ 14,529",,,,
1163,Seven Studio London,Economy Double Room,NO,YES,"₹ 7,990",,,,
1164,Grange Buckingham Hotel,Two-Bedroom Apartment,YES,YES,"₹ 22,250",,,,
1165,"Central Location 2 bed flat, Zone II, London NW6",One-Bedroom Apartment,YES,YES,"₹ 12,642",,,,
1166,THE KNIGHT OF NOTTINGHILL,One-Bedroom Apartment,YES,YES,"₹ 14,546",,,,
1167,Norfolk Towers Paddington,,YES,NO,,,,,
1168,Eccleston Square Hotel,Three-Bedroom Apartment,NO,NO,"₹ 23,767",,,,
1169,2 bedroom luxury Knightsbridge,Superior Double Room,NO,YES,"₹ 26,498",,,,
1170,London Marriott Hotel County Hall,Double Guest Room,YES,YES,"₹ 19,507",,,,
1171,"Private rooms in excellent family house ,Zone 2",Superior Double Room,YES,YES,"₹ 12,845",,,,
1172,Eurotraveller Hotel- Express (Elephant & Castle),One-Bedroom Apartment,YES,YES,"₹ 13,381",,,,
1173,Bedford Corner Hotel,Superior Double Room,YES,NO,"₹ 16,334",,,,
1174,Bright Guest House in Stratford,Twin Room,NO,NO,"₹ 16,142",,,,
1175,The Fox & Goose Hotel,One-Bedroom Apartment,NO,YES,"₹ 8,192",,,,
1176,Canary Wharf Studios,Double Room - No Window,YES,YES,"₹ 20,733",,,,
1177,St. Pancras Renaissance Hotel London,Twin Room with Shared Bathroom,YES,YES,"₹ 8,496",,,,
1178,The Nayland Hotel,Superior Studio,YES,YES,"₹ 7,737",,,,
1179,City View Hotel Roman Road,Standard Double Studio,YES,NO,"₹ 26,553",,,,
1180,The Villa Kensington,Two-Bedroom Apartment,NO,NO,"₹ 15,929",,,,
1181,The Wesley Camden Town,King Room,NO,YES,"₹ 19,216",,,,
1182,Stunning Serviced Room Crystal Palace London SE20,Club Double Room,YES,YES,"₹ 13,271",,,,
1183,Hotel Shepherds Bush London,Small Queen Room,YES,YES,"₹ 25,487",,,,
1184,Mercure London Bloomsbury Hotel,Two-Bedroom Apartment,YES,YES,"₹ 50,063",,,,
1185,ibis London Docklands Canary Wharf,Deluxe King Room,YES,NO,"₹ 43,616",,,,
1186,Riverside Double Room Garden View E14,Economy Triple Room with Shared Bathroom,NO,NO,"₹ 9,831",,,,
1187,Acton Prestige Penthouse,Double Room,NO,YES,"₹ 15,070",,,,
1188,The Collective Canary Wharf,Double Room,YES,YES,"₹ 21,138",,,,
1189,Modern accommodation in Stoke Newington,Double Room with Private Bathroom,YES,YES,"₹ 7,585",,,,
1190,Sloane Place,Double Room,YES,YES,"₹ 15,838",,,,
1191,"Signature London, The J Marylebone",Budget Double Room,YES,NO,"₹ 10,114",,,,
1192,citizenM Tower of London,Superior Twin Room,NO,NO,"₹ 32,850",,,,
1193,Modern Studios Close To Hyde Park,,NO,YES,,,,,
1194,DOUBLE ROOM WITH EXCELLENT VIEWS - Central London,Triple Room,YES,YES,"₹ 14,463",,,,
1195,Park Avenue J Hotel London Hyde Park,Economy Double Room,YES,YES,"₹ 6,979",,,,
1196,The Ned,Twin Room,YES,YES,"₹ 16,767",,,,
1197,Sea Containers London,Classic room,YES,NO,"₹ 16,271",,,,
1198,DoubleTree by Hilton London - Hyde Park,Studio,NO,NO,"₹ 13,654",,,,
1199,Glendale Hyde Park Hotel,Standard Double Room,NO,YES,"₹ 15,788",,,,
1200,Grange Clarendon Hotel,Small Double Room,YES,YES,"₹ 18,255",,,,
1201,"Bright top floor, 1 bed apartment in great location",Twin Sweet Room by Ibis,YES,YES,"₹ 15,070",,,,
1202,39 Studios,Double Room with Garden View,YES,YES,"₹ 7,929",,,,
1203,Adria Hotel,One-Bedroom Apartment,YES,NO,"₹ 15,565",,,,
1204,Hour Glass Hotel,Classic Studio,NO,NO,"₹ 15,171",,,,
1205,"Holiday Inn London Kensington High St., an IHG Hotel",Deluxe Studio,NO,YES,"₹ 9,523",,,,
1206,Good priced Double Rooms in Sherperds bush,Cosy Double,YES,YES,"₹ 27,146",,,,
1207,Boutique Ensuite Room like hotel,Superior Double Room,YES,YES,"₹ 21,406",,,,
1208,The Z Hotel Strand,King Room,YES,YES,"₹ 28,218",,,,
1209,Superb luxury 1Bed Apartment,Studio,YES,NO,"₹ 8,192",,,,
1210,room2 Hammersmith Hometel,Double Room,NO,NO,"₹ 9,770",,,,
1211,Seaview,Superior Double Room,NO,YES,"₹ 22,958",,,,
1212,London City Airport Hotel,Double Room - Cosy,YES,YES,"₹ 47,333",,,,
1213,Town Hall Hotel - Shoreditch,Standard,YES,YES,"₹ 27,526",,,,
1214,The Z Hotel Shoreditch,Queen Room,YES,YES,"₹ 22,688",,,,
1215,42i Premium rooms London exactly like the photos,Twin Room,YES,NO,"₹ 10,518",,,,
1216,City Apartments near Seven Sisters,SUPERIOR ROOM,NO,NO,"₹ 17,593",,,,
1217,Oxford Hotel,One-Bedroom Apartment,NO,YES,"₹ 11,631",,,,
1218,"Radisson Blu Edwardian Sussex Hotel, London",Twin Studio,YES,YES,"₹ 18,812",,,,
1219,Paddington Park Hotel,,YES,YES,,,,,
1220,Wembley Park Hotel,En-Suite Double Room,YES,YES,"₹ 13,490",,,,
1221,Blakemore Hyde Park,Double Room with Shared Bathroom,YES,NO,"₹ 10,721",,,,
1222,Lovely First Floor Flat-2,Standard Room,NO,NO,"₹ 18,114",,,,
1223,Paddington Court Executive Rooms,Double Room with Shared Bathroom,NO,YES,"₹ 6,190",,,,
1224,Two Bedroom Near Southall Station!,Double Room,YES,YES,"₹ 9,102",,,,
1225,Spacious Ensuite Room Near Top Tourist Attractions,Queen Room,YES,YES,"₹ 20,228",,,,
1226,The Alma Hotel,One-Bedroom Apartment,YES,YES,"₹ 16,384",,,,
1227,Clayton Hotel London Wall,Regular Studio,YES,NO,"₹ 15,197",,,,
1228,Clayton Hotel London Wall,Double or Twin Room with Garden View,NO,NO,"₹ 7,282",,,,
1229,23,Double Room,NO,YES,"₹ 10,114",,,,
1230,The Cleveland,Deluxe Double Room,YES,YES,"₹ 28,673",,,,
1231,Linden House Hotel,Double Room without Window,YES,YES,"₹ 14,159",,,,
1232,Boutique Ensuite Room like hotel,Double Room with Shared Bathroom,YES,YES,"₹ 9,102",,,,
1233,NOX Belsize Park,Deluxe Studio,YES,NO,"₹ 8,496",,,,
1234,Smart London Townhouse,Double or Twin Room,NO,NO,"₹ 18,711",,,,
1235,London Rooms in Luxury Apartment,Standard Double/Twin Room,NO,YES,"₹ 26,220",,,,
1236,Novotel London Paddington,Double Room,YES,YES,"₹ 20,733",,,,
1237,Sonder The Voyage,Deluxe Double Room,YES,YES,"₹ 12,035",,,,
1238,Town Hall Hotel - Shoreditch,Club Double Room,YES,YES,"₹ 15,187",,,,
1239,"Renovated 2BR, 2BA near HYDE PARK 1 min from tube",One-Bedroom Apartment,YES,NO,"₹ 9,102",,,,
1240,Hampton By Hilton London Docklands,Deluxe Double Room,NO,NO,"₹ 17,598",,,,
1241,Central Victorian House,Two-Bedroom Apartment,NO,YES,"₹ 15,474",,,,
1242,Small Double Studio close to King's Cross & Camden,One-Bedroom Apartment,YES,YES,"₹ 6,281",,,,
1243,Remarkable Serviced Room Sydenham London SE26,Double Room,YES,YES,"₹ 14,058",,,,
1244,Queenstown Road Studio Flat,City King Room,YES,YES,"₹ 33,588",,,,
1245,The Langham London,,YES,NO,,,,,
1246,Fulham Studio Apartments,City King Room,NO,NO,"₹ 33,588",,,,
